size,price,direction
400,307100,-1
100,266200,1
70,303800,1
100,267300,-1
411,305100,-1
500,303100,1
508,269200,1
100,274400,1
2,5678300,-1
2900,269400,1
100,5775900,1
100,2209600,1
100,301400,1
3000,303700,1
100,266700,-1
100,5797200,1
100,309100,1
100,266600,1
25,5644600,1
300,272000,-1
100,303200,1
4,5854300,-1
100,5812600,1
400,301100,-1
200,300700,-1
1,5867200,1
13,2240400,-1
20,5861400,1
100,306400,1
1100,302700,-1
100,307800,1
100,304900,-1
100,303100,1
200,273000,1
30,5779500,1
100,303100,-1
100,271500,1
2,5813800,1
1,5846200,1
100,271900,1
100,301800,-1
100,5825000,1
100,5810100,1
100,267400,1
100,5851900,-1
14,2226000,-1
391,274500,1
1,2211800,-1
100,2221600,-1
45,2205300,1
800,267200,-1
73,5819850,1
79,5835000,1
4087,267600,1
200,5810000,1
2,5854800,-1
100,309000,-1
100,308150,-1
1200,304500,-1
170,5841800,-1
18,5830900,-1
200,5645800,-1
335,272200,-1
95,5781900,-1
100,266400,1
100,301500,-1
276,5859000,1
1276,269700,1
1100,273800,1
1,5720000,-1
100,266500,-1
100,2257500,-1
400,302600,-1
100,5776700,1
100,5765300,1
60,2205800,1
400,271300,-1
200,266700,-1
100,2244100,1
700,266900,1
100,307300,-1
500,269000,-1
100,309400,1
100,309000,1
100,309200,-1
500,269400,1
90,5693000,-1
1,2240100,-1
1048,5800000,1
100,275600,-1
1500,267400,-1
4405,302000,-1
100,301900,1
201,268600,-1
12,5801000,1
100,5787300,1
7,2238300,1
100,270000,1
100,271000,1
40,5835800,-1
100,269900,-1
1000,303200,-1
100,5781500,-1
100,5649000,1
200,268000,-1
1200,307400,-1
374,266900,1
200,309500,-1
646,302000,-1
100,5828500,1
3600,306700,1
7,5813200,-1
20,310800,1
100,274900,1
94,5858400,1
2,5872000,1
400,271900,-1
100,5832300,-1
100,273200,-1
100,266900,1
10,5784000,1
98,5690100,1
190,266200,1
100,268200,-1
411,301000,1
174,272500,1
2,5647700,1
100,268600,1
11,274600,-1
158,268200,1
20,2207600,1
100,306800,1
100,274500,1
500,301300,-1
37,301800,1
200,271500,1
91,5780400,1
100,273900,1
100,5780700,1
100,272000,1
25,2260300,-1
100,271300,-1
200,301250,-1
200,301100,1
624,311200,-1
100,302800,-1
93,274300,-1
14,2237000,-1
100,5812800,1
100,2239500,1
200,274200,1
100,273900,-1
61,273150,-1
50,5775100,1
89,5822500,-1
100,274800,-1
250,268400,1
12,303500,-1
100,269400,1
1100,266900,1
100,5847100,1
200,267150,-1
237,304400,-1
300,266400,-1
100,2241500,-1
100,5767300,-1
100,268500,1
1400,266600,1
24,5640700,1
4,5700000,-1
236,267200,1
60,2218000,-1
100,2207700,1
100,5871200,-1
100,300900,1
8,5843600,-1
41,5830900,-1
200,307100,-1
600,307700,-1
100,5778300,-1
100,309200,1
2,2219700,1
4,5684000,1
9,272200,1
13,5779100,1
215,5851000,1
2,5654600,1
600,267000,1
1000,301800,1
100,268300,-1
90,5775000,1
2,5830800,-1
174,267500,1
100,5858300,-1
3,5798100,1
87,5723200,1
100,309300,1
100,308700,1
40,5808200,1
441,268300,-1
100,301400,-1
100,268500,1
100,267200,-1
1600,301550,-1
100,308900,1
9,271900,1
100,5830100,1
170,5872500,1
10,2236900,1
200,2210400,1
100,268300,1
594,301800,1
100,306900,1
100,268200,1
115,5829000,1
100,308000,1
6,2207200,-1
100,5864400,-1
22,5853800,1
100,308900,1
125,5819850,1
179,5870000,-1
50,5800100,1
4,5644800,-1
100,307050,-1
40,5795900,1
50,5783300,1
300,301900,-1
17,306900,1
500,304300,-1
160,2209800,-1
49,5846900,1
100,5700200,1
100,267000,-1
300,270100,1
1300,301900,1
100,5845500,1
100,309100,1
89,5821400,1
584,5830050,-1
5,5704700,-1
72,5826500,-1
100,5783500,1
25,5854400,-1
100,267000,1
48,5862700,-1
72,5784200,1
200,5648100,1
100,303500,-1
100,2238400,-1
100,305400,-1
100,304350,1
100,304100,-1
780,269700,1
35,267000,-1
200,272200,1
100,306550,-1
5,5830000,-1
100,5786300,-1
100,303150,-1
300,266950,-1
318,273700,1
100,5865100,-1
200,5859000,1
100,5755400,-1
57,5776800,1
100,303500,-1
52,5849400,-1
539,301400,-1
100,5834700,-1
900,267200,-1
100,273400,1
814,301900,1
100,271900,1
5000,267200,-1
1289,306700,1
100,301900,-1
672,267000,1
100,273300,1
100,302000,1
76,5870400,1
100,5702200,-1
100,5793000,1
500,301900,-1
100,5840100,1
281,266500,1
800,269200,-1
37,5793100,1
300,301700,-1
300,273100,1
12,5777000,-1
300,272900,1
13,2238900,-1
98,2245400,1
100,308600,-1
11,5723900,-1
300,306600,1
200,272400,-1
150,2242100,-1
100,5861800,-1
100,267900,-1
1,2247100,1
100,267100,1
3,5700700,-1
21,5835000,1
127,5779900,-1
100,2206000,1
100,5877600,1
3,273300,-1
432,300900,1
200,5850400,1
6,5881400,-1
92,304900,-1
100,301200,1
52,301900,1
100,268200,1
64,270400,1
200,268000,-1
100,309200,-1
8,5781500,1
100,303200,-1
48,5813700,1
100,309800,-1
100,5685200,-1
300,5778000,1
100,304900,-1
100,5833100,-1
100,5721500,-1
100,5758200,1
46,5826800,1
100,2236100,-1
31,304300,1
500,271200,-1
100,2234700,1
100,5777200,1
92,5779300,1
200,5837700,1
100,302850,1
29,5730000,-1
100,5793200,-1
800,267000,-1
99,2206700,1
100,5798900,-1
100,2213000,1
4,5855200,1
300,301000,-1
374,268400,1
10,2218200,-1
2,2259500,-1
63,5648900,1
7,2215300,1
100,5861800,1
100,266900,-1
10,2246500,-1
90,5797200,1
200,267100,-1
100,268300,1
40,2208200,-1
368,274600,-1
100,304900,1
1148,273300,1
50,302100,-1
100,5831300,1
500,273300,1
100,310000,1
200,301150,1
100,267100,-1
18,303300,1
200,306550,1
3000,271800,1
50,302000,-1
100,308900,1
100,5860000,1
93,5868900,-1
100,309900,1
5,5792600,1
96,5866600,-1
100,266700,1
78,275000,1
40,2208700,1
500,305000,1
100,269200,-1
300,309300,1
100,268200,1
400,273800,-1
100,5855500,-1
95,5680700,-1
300,272500,1
99,5839500,1
100,2243500,-1
100,267400,-1
100,303000,1
300,267200,-1
5,5836500,-1
100,268300,1
200,309600,-1
100,5819200,-1
800,306700,-1
8,5786500,-1
100,5806000,1
72,5857800,1
300,307000,1
100,306150,1
111,306700,1
81,273200,-1
50,5878200,1
1100,301900,-1
100,302100,1
100,272000,-1
304,271600,1
700,273600,-1
400,267000,1
100,5816100,-1
600,273600,1
100,267600,1
100,309900,-1
6,5868800,-1
100,2248800,-1
100,303400,-1
200,303500,-1
33,5683800,1
100,302600,1
100,269650,-1
300,273300,1
100,306900,1
100,307400,-1
100,5868200,1
146,5807000,-1
9,303000,1
100,5757100,1
6,2237200,1
13,2240600,-1
48,5870600,1
160,271300,-1
100,271700,1
400,272000,-1
50,5819800,-1
195,274300,1
100,308700,1
2,5646500,-1
3,5686000,-1
11,5779300,-1
100,5830200,1
200,308900,1
200,303000,-1
100,5783200,1
100,301350,-1
82,5778400,-1
66,302800,1
800,304600,-1
100,268500,-1
100,5825200,1
42,301900,1
20,271300,-1
100,5751300,1
69,304200,-1
5,2219000,-1
100,266200,-1
1,5845000,1
86,5810600,1
92,274200,1
100,268200,1
250,267900,1
731,306100,-1
40,5766100,1
31,306100,-1
200,273100,-1
351,2226000,1
10,5800000,1
90,5642300,1
100,5776000,1
100,309400,-1
100,5830700,1
100,5675800,-1
100,307100,-1
100,302500,1
5,273150,1
85,5867500,-1
300,5818000,-1
100,307300,-1
34,5848900,-1
100,5722300,-1
100,306000,-1
200,302200,-1
479,270500,1
100,273600,1
100,5799800,-1
20,269200,1
99,5832400,-1
8,5812200,-1
3,5691900,1
100,308400,-1
11,5862600,-1
100,309000,1
4,5824000,-1
100,269700,1
414,305000,-1
400,302000,1
100,271300,-1
100,268500,1
100,269200,1
100,301900,-1
10,5697000,-1
93,5836000,1
150,306300,1
2,2215600,1
100,308700,-1
100,301300,-1
628,267200,1
50,5779000,1
21,2237900,-1
100,5779100,1
16,309300,1
100,268200,1
100,307800,-1
96,305000,-1
800,269300,-1
100,302000,-1
11,309600,1
100,268100,1
10,5720400,1
9,5827400,1
100,309300,1
100,271800,-1
100,273200,-1
100,5783400,1
100,303200,-1
700,268550,-1
1,2238400,1
90,269400,1
100,5834200,-1
100,274600,1
4,5840800,-1
100,5786100,1
63,2212000,-1
100,2245000,-1
100,2210000,-1
100,267000,-1
100,309300,-1
82,5830000,-1
50,300900,-1
200,2206700,1
300,304400,-1
100,274200,1
100,267050,1
11,5698600,-1
100,5823000,1
32,271200,-1
100,306400,-1
100,5684500,-1
100,2252500,-1
400,308000,1
100,306400,-1
1225,267100,1
2500,270600,1
6,2208900,-1
100,5685700,-1
4,5834500,-1
100,309100,-1
31,5838000,1
100,308700,1
100,268100,1
100,267100,1
100,301850,-1
10,5798800,-1
1,5826600,1
25,5794300,1
81,2214100,1
100,5793600,-1
100,2237800,1
100,5772200,-1
10,5645100,1
70,5776800,1
100,301500,1
98,5864900,-1
100,301200,1
100,5821400,-1
100,267700,1
200,2226800,1
500,269400,-1
100,268100,1
100,5820300,-1
2,5691000,1
10,5794000,1
92,5775600,-1
200,273100,-1
100,267000,1
57,5787000,-1
100,267400,1
100,267000,-1
100,304700,-1
144,303000,-1
455,267000,1
1465,267000,1
100,274100,1
100,5850700,1
1,5755400,1
200,266800,1
20,5660500,-1
8,5642500,1
700,266700,1
300,301100,1
100,301100,1
100,302600,1
100,5779600,-1
274,305800,1
53,5794800,-1
400,309200,-1
100,5849000,-1
100,302300,1
8,5809500,-1
6,2215600,-1
100,5833300,-1
100,5860000,1
720,5775900,-1
7,5814000,-1
300,267100,-1
100,5817600,1
1200,308000,1
200,269100,1
50,5830000,1
100,5817700,-1
11,306500,-1
10,2247500,-1
3,5826000,-1
1000,304300,-1
100,5780100,1
27,5830400,1
100,301800,1
100,5754400,-1
200,268600,1
100,271200,1
700,307300,1
70,309100,1
100,2211900,1
100,269300,1
85,5729300,-1
1,5671800,1
300,301800,1
18,5818100,1
287,5825700,1
100,269200,1
100,266950,-1
200,267200,-1
100,5825200,-1
100,308900,-1
2,2237300,-1
100,2210700,1
100,5782900,-1
159,268200,-1
4,5832600,-1
1,5845000,-1
6,2238700,-1
100,301500,1
100,5862100,1
200,267000,1
100,303200,-1
100,302200,1
310,266800,1
100,303500,-1
39,5795400,1
300,269800,-1
4,5821300,1
10,5877300,-1
400,308800,1
1500,269400,-1
92,5778400,-1
90,2243300,1
100,274300,1
10,5752900,-1
200,306400,-1
25,5778000,1
56,2208800,1
38,5690000,-1
100,301200,1
2,5857800,-1
1100,304300,1
3700,301300,-1
40,5650000,1
20,5777200,1
1000,267000,-1
30,303400,1
200,304600,-1
200,303500,-1
2,5855200,-1
14,2227400,-1
100,303100,-1
100,307500,-1
7,5836000,-1
50,5781800,1
2538,268300,1
200,272100,1
300,272600,-1
100,304700,-1
400,302100,1
100,2210800,1
200,269400,-1
66,2237400,1
100,5784200,-1
2300,266900,1
100,5783300,1
1,5815000,-1
79,5808400,1
400,270100,-1
20,5816500,1
100,5645500,1
100,5779100,1
17,5640000,1
40,5705500,1
1,5866600,-1
100,5776800,-1
100,309200,1
100,5864300,-1
32,273200,1
100,268000,-1
100,301200,-1
127,273300,1
100,309100,1
59,2233900,1
100,5817900,-1
100,5830100,-1
100,2211600,1
50,5826500,1
59,303400,1
129,268300,1
200,303600,-1
1,5674900,-1
100,2236300,-1
200,275200,1
770,272900,-1
400,271700,1
17,2235000,1
36,301200,-1
200,274500,1
91,304400,1
100,5780000,-1
300,304400,1
3,5669800,-1
180,5820400,1
100,5824900,1
100,266500,1
104,2241000,1
35,5875000,-1
100,5832100,1
100,5778700,1
100,273800,1
1900,304300,1
100,2209000,1
3,5859100,-1
100,2235000,1
6,5816700,-1
100,301100,1
100,307400,-1
700,305100,-1
100,271200,-1
100,309700,1
100,5796100,1
50,2246000,-1
1000,5740200,1
100,5645100,1
100,5775200,1
300,301100,1
200,268200,1
400,2247300,-1
100,268650,1
400,273500,1
200,268300,1
100,308650,-1
100,5847200,1
2,5869300,1
26,5857000,1
100,5782000,1
100,271500,1
100,5841200,1
100,5833000,1
100,303800,1
64,5826600,1
1200,311200,-1
500,308950,1
100,5813500,-1
100,5783500,1
643,267100,-1
100,309300,1
38,5838000,1
400,308700,1
200,305200,1
200,306700,-1
4,5724100,-1
100,273200,-1
15,5745100,-1
800,271300,-1
180,270000,1
100,5868200,1
100,5810200,1
34,5684100,1
100,2212900,1
100,275900,-1
100,268000,-1
79,5717800,1
1,268400,-1
300,304700,-1
800,273000,-1
100,5797500,-1
100,5847300,-1
160,274300,1
100,268400,-1
100,5830100,1
100,307050,1
100,266500,-1
100,5807500,1
100,301450,-1
5,5794000,-1
9,5649900,1
100,5858400,-1
100,5816950,1
4800,307600,-1
200,2238400,1
100,5696300,-1
100,2211700,1
200,304700,1
3,5864700,-1
100,2221800,-1
100,266700,1
10,2260000,-1
4,272100,-1
9,2239000,-1
100,308200,-1
100,2211400,1
300,5866000,1
100,269400,-1
100,5797000,1
100,309200,1
284,309000,1
96,5783500,-1
100,5860100,-1
60,2206700,1
100,309800,-1
71,266600,1
100,301150,-1
100,272000,1
91,2222200,1
100,304900,-1
500,266900,-1
80,5855800,1
500,269500,1
100,5827200,1
100,273100,1
100,5777500,-1
200,303500,1
200,5861900,-1
8,5777100,-1
10,5648900,1
100,5779800,1
100,5776600,1
8,2208000,-1
1900,272900,-1
99,5649800,1
100,309100,-1
100,303100,-1
100,301400,-1
50,5811700,-1
88,303400,-1
100,302300,1
100,269700,1
500,272200,-1
100,5784200,1
92,304200,-1
100,271200,1
116,5778500,-1
100,301800,-1
500,272500,-1
20,5724400,-1
200,306700,-1
100,300900,1
180,309300,1
100,304400,-1
357,269600,-1
100,304900,-1
3,5728200,1
300,309500,-1
1000,301800,-1
95,273200,-1
192,271700,1
91,5812500,-1
100,5791700,-1
100,303700,-1
200,273200,1
100,269700,1
100,5681300,-1
100,5780700,1
200,274800,-1
75,307900,-1
200,270900,-1
100,2212200,1
36,2210100,-1
100,303000,-1
100,302800,-1
100,308900,1
3,5736500,1
76,5864500,-1
31,5660500,-1
300,274500,1
100,308600,1
100,274900,1
200,5714100,1
298,5856000,-1
100,5853500,-1
63,5874100,1
6,2236900,-1
300,5839500,1
200,268300,-1
200,308900,-1
200,272400,-1
200,306000,-1
99,5859400,1
100,304400,1
1,2226000,-1
100,305100,-1
100,5878000,-1
200,309900,-1
500,269300,1
100,303600,-1
100,301000,1
600,269200,1
100,272200,-1
89,5779100,1
23,5873200,1
500,269400,-1
36,5830100,1
100,266900,-1
967,309200,-1
5,5851700,1
100,308600,-1
500,267000,1
25,2238900,1
100,269300,-1
400,270100,-1
100,306100,-1
100,5820800,1
32,304200,-1
34,5849100,1
25,2245100,-1
1200,304500,1
32,5788000,-1
83,5756000,-1
100,270900,1
100,5783100,1
503,301400,1
700,303000,-1
100,306800,-1
100,2246400,1
300,271700,1
13,2210200,-1
3,5727600,1
71,5811900,1
700,302300,1
100,267000,-1
795,5881400,-1
11,5829400,1
200,300900,1
10,5776200,1
4,5751200,1
2,5840000,1
100,301000,-1
100,307700,1
600,308300,1
100,267400,1
100,5843200,1
100,5745200,1
600,301900,-1
200,309300,1
7,2207000,-1
100,5856200,1
100,310100,-1
700,268500,1
100,5747800,1
100,5780700,1
168,273800,-1
100,306000,-1
100,269250,-1
300,311100,1
100,5641800,-1
100,301100,-1
100,271300,1
100,274800,-1
700,301300,-1
94,5819600,-1
10,5653400,-1
60,273100,1
3,5875500,-1
100,307500,1
20,5675400,1
603,272700,1
100,267000,-1
600,307700,-1
26,5645100,1
100,5835200,-1
1600,301350,-1
100,5832200,1
100,306200,1
200,301900,-1
144,309400,-1
300,269100,-1
100,5776800,1
100,269300,-1
100,5782600,1
200,5858900,1
700,269100,-1
563,305300,-1
100,306300,-1
1,2222500,1
1200,301900,-1
15,5649800,-1
200,302000,-1
150,307300,-1
100,5794200,1
56,309400,-1
8,5786200,1
300,308100,-1
100,301550,-1
200,273000,1
100,5832000,1
60,2212300,-1
100,304700,-1
200,267000,-1
100,271800,-1
100,5837600,1
100,273500,1
100,5813900,1
92,5697700,1
200,273600,1
100,267200,1
100,5846300,1
100,267400,-1
50,5820000,-1
100,5786700,1
200,309000,1
10,5777300,-1
200,272100,-1
1,5747600,1
100,309450,-1
12,268600,1
100,5667400,1
768,304700,-1
100,307900,1
100,273500,1
300,309000,1
100,301700,1
400,303500,-1
42,2225300,-1
25,5693500,-1
157,5818700,-1
100,273200,-1
100,304600,-1
300,271300,-1
175,5828900,1
100,273400,-1
200,268100,1
100,308900,1
100,5825100,-1
100,2206200,-1
30,5777300,1
200,271300,1
100,304300,-1
300,271300,1
100,268200,1
100,309000,1
200,301100,-1
100,2213800,1
300,5782400,1
100,5783100,1
100,268100,1
200,302800,-1
100,5780300,-1
1,5763400,-1
1200,301800,1
400,307100,1
200,310700,1
10,2224900,-1
26,5756000,1
100,271700,1
3,5781600,1
500,267900,-1
100,5812300,1
100,5777700,1
100,271400,-1
100,5860100,1
2,5805500,-1
14,5857400,-1
51,5852200,-1
1200,268300,1
300,266700,1
64,302900,1
1,5751600,1
200,2207700,1
700,273400,1
100,308800,-1
30,5717400,1
100,308900,-1
182,5880000,-1
100,309000,-1
100,301900,-1
200,5856200,1
10,5694000,-1
100,268400,1
100,5829800,1
900,303600,-1
45,5857600,-1
300,302900,-1
300,307800,1
49,272000,-1
25,5853400,-1
200,309700,-1
22,5859300,-1
368,300900,1
743,267100,-1
171,301200,1
258,273900,-1
2,5861400,-1
100,5845700,-1
13,5807400,-1
200,304600,-1
100,5839500,-1
100,304500,1
135,272400,-1
7,5813900,-1
11,2225300,-1
24,266900,1
300,271900,1
265,308200,-1
100,5782000,1
174,266500,-1
20,2235000,1
14,2208000,-1
21,5870000,-1
16,5781100,-1
100,273400,-1
100,5654600,-1
100,5733400,1
100,2209300,1
19,5850000,-1
1000,305200,-1
100,274500,1
200,270200,1
14,5870000,-1
100,272900,-1
200,301000,-1
300,272900,-1
100,5856200,-1
1600,275000,1
100,5826300,1
5,5678500,-1
90,5680100,-1
100,5844900,-1
10,2206600,1
49,272700,1
300,301700,1
100,5809200,-1
5,5680000,-1
100,301400,-1
12,5779700,1
79,308500,-1
100,273700,-1
200,310500,-1
1,5815800,-1
22,2227800,-1
92,269500,1
1,5669700,1
3,5800000,1
500,301400,-1
400,273400,-1
8,5676100,-1
45,5726000,1
100,5830500,1
94,5683400,-1
53,5834700,1
31,5777300,1
35,270000,1
902,308800,-1
100,2212400,-1
100,5789000,1
100,5826200,1
400,267200,-1
300,267100,1
100,309300,1
100,5782400,1
25,5725700,1
50,5722000,1
100,304700,1
100,309000,-1
50,5799500,-1
20,2229000,1
206,308600,-1
100,307700,1
70,310800,-1
93,5776400,1
34,5781200,1
10,5850000,1
100,302900,-1
700,307100,1
100,301200,1
100,268100,-1
405,308700,1
100,2239000,-1
100,304100,-1
9,2211400,-1
100,273000,1
100,273400,1
100,309200,1
100,5797600,1
9,273450,1
200,273300,1
100,302900,-1
33,308400,-1
500,301100,1
50,5813400,-1
5,2237300,-1
100,5651200,-1
500,268000,1
100,268000,1
11,5755100,1
4,5797800,1
46,5804700,1
1000,301200,-1
8,5822900,1
100,5719100,-1
15,304500,1
10,5777900,1
200,267500,1
100,268100,-1
20,2208100,-1
500,308500,1
100,5784300,-1
1,5723900,1
100,266900,-1
100,5798900,-1
474,269200,1
700,306400,-1
42,5812400,-1
97,2215400,1
40,5827000,1
100,5695700,-1
100,5796800,-1
100,272500,-1
100,5776600,1
100,271500,1
25,5777000,-1
21,5834800,-1
900,274200,1
476,308200,1
700,272100,1
100,301400,-1
100,5875000,-1
347,273900,1
53,5834600,1
14,5830300,-1
4,5820400,1
300,309300,-1
20,5862000,1
50,5716800,-1
15,5682800,1
100,303900,1
1164,274800,1
1600,269400,-1
300,309000,1
1000,267000,1
100,5813700,-1
18,5855300,1
500,303400,1
7,5829300,-1
100,5780200,1
100,266300,-1
100,2206900,-1
100,5805500,-1
100,2246200,-1
700,308300,1
100,2227500,-1
100,302700,-1
100,303000,-1
900,268000,1
900,271300,-1
300,311100,-1
200,275600,-1
800,272100,-1
100,5831000,-1
100,268000,1
1,266950,1
100,269300,-1
330,300800,-1
1,5859800,-1
100,308400,1
800,301300,-1
30,5795700,1
180,2209800,1
56,5775000,-1
100,5847300,1
100,306100,-1
200,302800,-1
100,271700,1
1200,306900,-1
17,2237900,-1
50,5837800,-1
18,5778600,-1
100,5716600,1
100,303000,-1
73,5840800,1
200,274900,1
400,5825000,1
100,301200,1
200,5858500,1
69,5815400,1
100,5776100,1
100,5811900,1
1,2234600,1
200,309400,1
100,303600,-1
646,308500,1
50,5679000,-1
400,268400,1
100,266700,1
11,5836400,-1
100,5798100,1
36,2209400,1
100,5851000,1
100,5777000,1
100,300800,-1
92,2208400,1
30,305000,1
15,5812700,-1
200,269400,1
100,266300,-1
100,303000,-1
100,273900,-1
100,5806800,-1
18,2206700,-1
100,5858600,1
64,2227500,-1
